state,name,legal_name,address,city,zip,county,license,phone,source
OR,Refinery Canna Connoisseur,Refinery Canna Connoisseur,,,,Multnomah,050-1019275662B,,OR state data
OR,MAKS Oregon LLC,MAKS Oregon LLC,,,,Clackamas,050-1022133081E,,OR state data
OR,Good Karma Commercial,Good Karma Commercial,,,,Marion,050-1022388374D,,OR state data
OR,Pendleton Cannabis,Pendleton Cannabis,,,,Umatilla,050-1022732561B,,OR state data
OR,Private reserve Cannabis 101,Private reserve Cannabis 101,,,,Lane,050-1022840966C,,OR state data
OR,Ripped City Greenz,Ripped City Greenz,,,,Clackamas,050-1023557271F,,OR state data
OR,M.C. Spectrum,M.C. Spectrum,,,,Marion,050-1023563016E,,OR state data
OR,Joint Venture Cannabis,Joint Venture Cannabis,,,,Lane,050-1023643163D,,OR state data
OR,THX,THX,,,,Multnomah,050-1024521338D,,OR state data
OR,Ishen Tree,Ishen Tree,,,,Multnomah,050-1024657936A,,OR state data
OR,Truth Dispensary,Truth Dispensary,,,,Marion,050-1024663670B,,OR state data
OR,Homegrown Oregon,Homegrown Oregon,,,,Marion,050-1025311869F,,OR state data
OR,Chalice Farms,Chalice Farms,,,,Washington,050-1025319611D,,OR state data
OR,Chalice Farms,Chalice Farms,,,,Multnomah,050-1025344846C,,OR state data
OR,Chalice Farms,Chalice Farms,,,,Multnomah,050-1025346633F,,OR state data
OR,Sensible Cannabis Company,Sensible Cannabis Company,,,,Multnomah,050-1025388328A,,OR state data
OR,Lucky Lion,Lucky Lion,,,,Lane,050-1025540764D,,OR state data
OR,DiamondTREE,DiamondTREE,,,,Deschutes,050-10000590807,,OR state data
OR,MARITIME CAFE,MARITIME CAFE,,,,Clackamas,050-10000680436,,OR state data
OR,Breeze Botanicals Ashland,Breeze Botanicals Ashland,,,,Jackson,050-10001271938,,OR state data
OR,Nectar,Nectar,,,,Multnomah,050-10001759551,,OR state data
OR,Growing ReLeaf,Growing ReLeaf,,,,Washington,050-10002248531,,OR state data
OR,Emerald City Medicinal,Emerald City Medicinal,,,,Lane,050-10002659379,,OR state data
OR,The Holistic Coop LLC,The Holistic Coop LLC,,,,Lane,050-10006222890,,OR state data
OR,Budlandia,Budlandia,,,,Multnomah,050-10007839141,,OR state data
OR,satchel,satchel,,,,Multnomah,050-10008176667,,OR state data
OR,Miracle Greens,Miracle Greens,,,,Deschutes,050-10008384059,,OR state data
OR,Hi Cascade,Hi Cascade,,,,Marion,050-10008629837,,OR state data
OR,Alternative Solutions,Alternative Solutions,,,,Multnomah,050-10009640876,,OR state data
OR,Good Karma,Good Karma,,,,Lane,050-10010073418,,OR state data
OR,Kaya Shack,Kaya Shack,,,,Multnomah,050-10010393593,,OR state data
OR,Cannabis Nation Gresham,Cannabis Nation Gresham,,,,Multnomah,050-10020141411,,OR state data
OR,Cannabis Nation - Seaside,Cannabis Nation - Seaside,,,,Clatsop,050-10020483760,,OR state data
OR,Thurman Street Collective,Thurman Street Collective,,,,Multnomah,050-10023615819,,OR state data
OR,Kings of Canna,Kings of Canna,,,,Multnomah,050-10024220915,,OR state data
OR,Medicine Tree LLC,Medicine Tree LLC,,,,Yamhill,050-10024934771,,OR state data
OR,Fireside Dispensary,Fireside Dispensary,,,,Jackson,050-10026282919,,OR state data
OR,FLOWR OF LYFE,FLOWR OF LYFE,,,,Lane,050-10027689736,,OR state data
OR,Green Ridge Apothecary,Green Ridge Apothecary,,,,Yamhill,050-10032418898,,OR state data
OR,Oregon's Best Buds,Oregon's Best Buds,,,,Multnomah,050-10032511404,,OR state data
OR,Hijinx Cannabis Co,Hijinx Cannabis Co,,,,Jackson,050-10032676561,,OR state data
OR,Canna Bros.,Canna Bros.,,,,Yamhill,050-10033590195,,OR state data
OR,"Hwy 99 Cannabis, Co.","Hwy 99 Cannabis, Co.",,,,Lane,050-10034717686,,OR state data
OR,Oregrown Bend,Oregrown Bend,,,,Deschutes,050-10035451904,,OR state data
OR,Urban Farmacy,Urban Farmacy,,,,Multnomah,050-10038053342,,OR state data
OR,Green Room (Campus),Green Room (Campus),,,,Benton,050-10038995791,,OR state data
OR,Uplift Botanicals,Uplift Botanicals,,,,Multnomah,050-10039071885,,OR state data
OR,Bigfoot Bud Company,Bigfoot Bud Company,,,,Clackamas,050-10039882706,,OR state data
OR,THC Recreation Station Salem,THC Recreation Station Salem,,,,Marion,050-10044175634,,OR state data
OR,Jenny's Dispensary,Jenny's Dispensary,,,,Deschutes,050-10044623308,,OR state data
OR,Green Cross Cannabis Emporium,Green Cross Cannabis Emporium,,,,Marion,050-10044942643,,OR state data
OR,5th LMNT,5th LMNT,,,,Deschutes,050-10045287738,,OR state data
OR,Marie Janes Cannabis Connection,Marie Janes Cannabis Connection,,,,Benton,050-10046559560,,OR state data
OR,Sumpter Nugget,Sumpter Nugget,,,,Baker,050-10047883377,,OR state data
OR,HomeGrown Remedies,HomeGrown Remedies,,,,Marion,050-10049061904,,OR state data
OR,Cougar Cannabis LLC,Cougar Cannabis LLC,,,,Douglas,050-10049124667,,OR state data
OR,Oregon's Own,Oregon's Own,,,,Multnomah,050-10049202770,,OR state data
OR,Central Organics,Central Organics,,,,Jefferson,050-10049684964,,OR state data
OR,SkunkRX,SkunkRX,,,,Josephine,050-10050652956,,OR state data
OR,Canna Beach Junction,Canna Beach Junction,,,,Clatsop,050-10051024930,,OR state data
OR,Sativa's Place,Sativa's Place,,,,Benton,050-10051701948,,OR state data
OR,C&C Farms Rec Shop,C&C Farms Rec Shop,,,,Jackson,050-10051948111,,OR state data
OR,BUD BROS LLC,BUD BROS LLC,,,,Curry,050-10054414005,,OR state data
OR,Sweet Leaf Illusions,Sweet Leaf Illusions,,,,Multnomah,050-10059292304,,OR state data
OR,Cloud 9 Wellness,Cloud 9 Wellness,,,,Jackson,050-10061095779,,OR state data
OR,HD Botanicals,HD Botanicals,,,,Deschutes,050-10061656460,,OR state data
OR,"Wild West Emporium, Duke Street","Wild West Emporium, Duke Street",,,,Multnomah,050-10063534435,,OR state data
OR,Going Green Sweet Home,Going Green Sweet Home,,,,Linn,050-10069997015,,OR state data
OR,La Mota Front Ave LLC,La Mota Front Ave LLC,,,,Multnomah,050-10071949172,,OR state data
OR,La Mota,La Mota,,,,Curry,050-10079307113,,OR state data
OR,Cannabis Nation Oregon City,Cannabis Nation Oregon City,,,,Clackamas,050-10081041764,,OR state data
OR,Pharm To Table,Pharm To Table,,,,Jackson,050-10082288469,,OR state data
OR,The Oz. House,The Oz. House,,,,Linn,050-10085557734,,OR state data
OR,The New Amsterdam,The New Amsterdam,,,,Lake,050-10085813943,,OR state data
OR,Mother Earth Medicines,Mother Earth Medicines,,,,Jackson,050-10088018221,,OR state data
OR,Somewhere,Somewhere,,,,Multnomah,050-10088208976,,OR state data
OR,Greenery,Greenery,,,,Multnomah,050-10090892548,,OR state data
OR,The House of Dank LLC,The House of Dank LLC,,,,Douglas,050-10092871208,,OR state data
OR,HGR2,HGR2,,,,Marion,050-10097838926,,OR state data
OR,"Today's Herbal Choice Reedsport, LLC","Today's Herbal Choice Reedsport, LLC",,,,Douglas,050-10103955057,,OR state data
OR,High Quality Compassion,High Quality Compassion,,,,Benton,050-10109341201,,OR state data
OR,Herbal Choices,Herbal Choices,,,,Douglas,050-10111819607,,OR state data
OR,Deanz Greenz,Deanz Greenz,,,,Multnomah,050-10112435901,,OR state data
OR,PotLand,PotLand,,,,Multnomah,050-10113847600,,OR state data
OR,Mr. Nice Guy Retail,Mr. Nice Guy Retail,,,,Jackson,050-10116382457,,OR state data
OR,Mr. Nice Guy Retail,Mr. Nice Guy Retail,,,,Coos,050-10118198534,,OR state data
OR,Eden,Eden,,,,Multnomah,050-10121449985,,OR state data
OR,Green Cross Cannabis Emporium,Green Cross Cannabis Emporium,,,,Deschutes,050-10121623400,,OR state data
OR,Ocean Grown Cannabis Company,Ocean Grown Cannabis Company,,,,Jackson,050-10121913172,,OR state data
OR,Western Oregon Dispensary,Western Oregon Dispensary,,,,Washington,050-10124782846,,OR state data
OR,Bud's,Bud's,,,,Jackson,050-10126938755,,OR state data
OR,RJ's Leaf,RJ's Leaf,,,,Multnomah,050-10129671010,,OR state data
OR,Mr. Nice Guy Bend,Mr. Nice Guy Bend,,,,Deschutes,050-10135587382,,OR state data
OR,A Better Way Cannabis,A Better Way Cannabis,,,,Klamath,050-10140009965,,OR state data
OR,Cream Cannabis,Cream Cannabis,,,,Washington,050-10145124694,,OR state data
OR,TJ's Provisions,TJ's Provisions,,,,Lane,050-10146546503,,OR state data
OR,Nectar,Nectar,,,,Multnomah,050-10150638165,,OR state data
OR,Zion,Zion,,,,Malheur,050-10151557699,,OR state data
OR,Going Green Eugene,Going Green Eugene,,,,Lane,050-10155684476,,OR state data
OR,"NW Compassion Medical Center, Inc","NW Compassion Medical Center, Inc",,,,Multnomah,050-10158844904,,OR state data
OR,La Mota,La Mota,,,,Multnomah,050-10158961801,,OR state data
OR,Substance,Substance,,,,Lake,050-10160898042,,OR state data
OR,Knotty Leaves,Knotty Leaves,,,,Polk,050-10161982296,,OR state data
OR,High Tide Wellness Center LLC.,High Tide Wellness Center LLC.,,,,Curry,050-10162085768,,OR state data
OR,GREENFRONT,GREENFRONT,,,,Multnomah,050-10167774072,,OR state data
OR,Top Crop Cannabis,Top Crop Cannabis,,,,Benton,050-10169436254,,OR state data
OR,The Herb Center,The Herb Center,,,,Clackamas,050-10171352370,,OR state data
OR,Nectar,Nectar,,,,Clackamas,050-10175503366,,OR state data
OR,Nectar,Nectar,,,,Jackson,050-10179386307,,OR state data
OR,Wicked Flower Shop,Wicked Flower Shop,,,,Jackson,050-10182713171,,OR state data
OR,Mood,Mood,,,,Lane,050-10183821921,,OR state data
OR,Chalice Farms,Chalice Farms,,,,Multnomah,050-10184421855,,OR state data
OR,WeedAgain,WeedAgain,,,,Lane,050-10186339455,,OR state data
OR,Green Cross Cannabis Emporium,Green Cross Cannabis Emporium,,,,Marion,050-10188271030,,OR state data
OR,Nectar,Nectar,,,,Multnomah,050-10190196896,,OR state data
OR,Sensible Cannabis Company,Sensible Cannabis Company,,,,Multnomah,050-10201128197,,OR state data
OR,The Herbsman,The Herbsman,,,,Jackson,050-10211129638,,OR state data
OR,Mint Cannabis Co.,Mint Cannabis Co.,,,,Multnomah,050-10221550293,,OR state data
OR,The Cannabis Shop,The Cannabis Shop,,,,Linn,050-10233096850,,OR state data
OR,Green Oasis Cannabis Dispensary,Green Oasis Cannabis Dispensary,,,,Multnomah,050-10237733790,,OR state data
OR,Lemonnade Milwaukie,Lemonnade Milwaukie,,,,Clackamas,050-10241488342,,OR state data
OR,Rogue Valley Cannabis,Rogue Valley Cannabis,,,,Jackson,050-10242705456,,OR state data
OR,Modern Forrest,Modern Forrest,,,,Linn,050-10243221743,,OR state data
OR,The Flower Room,The Flower Room,,,,Deschutes,050-10244898359,,OR state data
OR,The New Amsterdam,The New Amsterdam,,,,Josephine,050-10245470240,,OR state data
OR,Smooth Roots Astoria,Smooth Roots Astoria,,,,Clatsop,050-10251865797,,OR state data
OR,Belushis Animal House,Belushis Animal House,,,,Lane,050-10253237933,,OR state data
OR,Gnome Grown Oregon,Gnome Grown Oregon,,,,Clackamas,050-10257546056,,OR state data
CT,JANANII LLC,JANANII LLC,3490 WHITNEY AVE,HAMDEN,06518-1936,,ACRE.0008858,,CT state data
CT,CLONE CANABISS,DIVINE 1 LLC,834 Broad Street,Meriden,06450,,AMHF.0003139,,CT state data
CT,CLONE CANABISS,DIVINE 1 LLC,39 NEW HAVEN RD,SEYMOUR,06483-3460,,ACRE.0008896,,CT state data
CT,CLONE CANABISS,DIVINE 1 LLC,425 W Main Street,Norwich,06360,,AMHF.0003319,,CT state data
CT,AFFINITY DISPENSARY,EJ VENTURES 2 LLC,2000 COMMERCE DR,BRIDGEPORT,06605,,AMHF.0008235,,CT state data
CT,CRISP CANNABIS,DEBBIE'S DISPENSARY LLC,500 Main St,East Hartford,06118,,ACRE.0009619,,CT state data
CT,"FFDN EJV, LLC","FFDN EJV, LLC",233 Boston Post Road,Old Saybrook,06475,,AMHF.0008291,,CT state data
CT,FFDW EJV LLC,FFDW EJV LLC,91 HALE RD,MANCHESTER,06042-1769,,AMHF.0008289,,CT state data
CT,"FFDC EJV, LLC","FFDC EJV, LLC",191 Main Street,Norwalk,06851,,AMHF.0008292,,CT state data
CT,LIT NEW HAVEN,ACREAGE CONNECTICUT RETAIL JV LLC,169 East St,New Haven,06511,,ACRE.0015697,,CT state data
CT,Nutmeg Hamden JV LLC,Nutmeg Hamden JV LLC,3825 WHITNEY AVE,HAMDEN,06518-1519,,ACRE.0015653,,CT state data
CT,HIGHER COLLECTIVE,NUTMEG KILLINGLY JV LLC,1078 N MAIN ST,KILLINGLY,06241-2127,,ACRE.0015655,,CT state data
CT,HIGHER COLLECTIVE,NUTMEG SOUTHWEST JV LLC,3369 FAIRFIELD AVE,BRIDGEPORT,06605-3224,,ACRE.0015654,,CT state data
CT,UMN EQUITY JOINT VENTURE LLC,UMN EQUITY JOINT VENTURE LLC,157 Boston Post Rd,North Windham,06256,,ACRE.0014925,,CT state data
CT,"Insa CT Retail I, LLC","Insa CT Retail I, LLC",167 Brainard Rd,Hartford,06114,,ACRE.0015682,,CT state data
CT,FINE FETTLE - WEST HARTFORD,FFDC EJV II LLC,1232 Farmington Ave,West Hartford,06107,,AMHF.0008290,,CT state data
CT,"420 WAREHOUSE CANNABIS STORE, LLC","GREEN ACRES CT ONE, LLC",1 Hartford Square,New Britain,06052,,ACRE.0015689,,CT state data
CT,NOVA FARMS CANNABIS DISPENSARY,NOVA RETAIL CT LLC,623 HARTFORD RD,NEW BRITAIN,06053-1526,,AMHF.0008286,,CT state data
CT,C3 EJV II LLC,C3 EJV II LLC,130 Honeyspot Road,Stratford,06615,,ACRE.0015694,,CT state data
CT,FINE FETTLE DISPENSARY - NEWINGTON,FFD NEWINGTON LLC,2280 BERLIN TPKE,NEWINGTON,06111-3202,,AMHF.0008249,,CT state data
CT,STILL RIVER WELLNESS,C-3 VENTURES LLC,3568 WINSTED RD,TORRINGTON,06790-2213,,AMHF.0008264,,CT state data
CT,FINE FETTLE DISPENSARY - STAMFORD,FFD WEST LLC,12 RESEARCH DR,STAMFORD,06906-1419,,AMHF.0008247,,CT state data
CT,CURALEAF MILFORD INC,CURALEAF MILFORD INC,240 BUCKLAND ST,MANCHESTER,06042-1604,,AMHF.0008272,,CT state data
CT,SOUTHERN CT WELLNESS AND HEALING LLC,SOUTHERN CT WELLNESS AND HEALING LLC,175 BOSTON POST RD,ORANGE,06477-3205,,AMHF.0008277,,CT state data
CT,ZEN LEAF,CARING NATURE LLC,237 E AURORA ST,WATERBURY,06708-2044,,AMHF.0008287,,CT state data
CT,ZEN LEAF,CARING NATURE LLC,585 South Main Street,Naugatuck,06770,,AMHF.0008262,,CT state data
CT,ZEN LEAF,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,2903 BERLIN TPKE,NEWINGTON,06111-4115,,AMHF.0008258,,CT state data
CT,ZEN LEAF,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,606 West Main Street,Norwich,06360,,AMHF.0008257,,CT state data
CT,CRISP CANNABIS,TY'S DISPENSARY LLC,1234 Huntington Tpke,Bridgeport,06610,,AMHF.0004449,,CT state data
CT,HIGH PROFILE CANNABIS SHOP,SLAP ASH RETAIL I LLC,2607 Whitney Ave,Hamden,06518,,ACRE.0013138,,CT state data
CT,BLUEPOINT WELLNESS OF WESTPORT LLC,BLUEPOINT WELLNESS OF WESTPORT LLC,1460 POST RD E,WESTPORT,06880-5500,,MMDF.0000029,,CT state data
CT,CT NIGHTJAR 1,CT NIGHTJAR 1,15 Colton Road,East Lyme,06333,,AMHF.0008285,,CT state data
CT,SWEETSPOT WEST HARTFORD LLC,SWEETSPOT WEST HARTFORD LLC,2 Park Road,West Hartford,06119,,AMHF.0008269,,CT state data
CT,"FFD BLUE EJV, LLC","FFD BLUE EJV, LLC",85 TURNPIKE DRIVE,WATERBURY,06708,,AMHF.0008293,,CT state data
CT,"FFD PINK EJV, LLC","FFD PINK EJV, LLC",1212 Farmington Ave,Bristol,06010,,AMHF.0008273,,CT state data
CT,"Insa CT Retail II, LLC","Insa CT Retail II, LLC",222 Sargent Dr,New Haven,06511,,ACRE.0015678,,CT state data
CT,Budr Holding 3 LLC,Budr Holding 3 LLC,9 Fieldstone Commons,Tolland,06084,,AMHF.0008294,,CT state data
CT,BUDR CANNABIS,BUDR HOLDING 2 LLC,1037 BOULEVARD,WEST HARTFORD,06119,,AMHF.0008295,,CT state data
CT,BUDR HARTFORD HOLDING LLC,BUDR HARTFORD HOLDING LLC,108 Federal Road,Danbury,06810,,ACRE.0015644,,CT state data
CT,HIGHER COLLECTIVE,NUTMEG NEW LONDON JV LLC,595 Bank Street,New London,06320,,ACRE.0015657,,CT state data
CT,HIGHER COLLECTIVE,NUTMEG NORTHWEST JV LLC,53 McDermott Avenue,Torrington,06790,,ACRE.0015662,,CT state data
CT,HIGHER COLLECTIVE,NUTMEG HARTFORD JV LLC,1396 Park Street,Hartford,06106,,ACRE.0015652,,CT state data
CT,CRISP CANNABIS,SARA'S DISPENSARY LLC,33 Berlin Road,Cromwell,06416,,ACRE.0005925,,CT state data
CT,THE HARVEST CORNER CANNABIS COMPANY,"HWY 95, LLC.",493 Westchester Rd.,Colchester,06415,,ACRE.0015660,,CT state data
CT,SHANGRI-LA CT INC,SHANGRI-LA CT INC,359 NEW BRITAIN AVE,PLAINVILLE,06062-2013,,ACRE.0003242,,CT state data
CT,SHANGRI-LA CT INC,SHANGRI-LA CT INC,430 MAIN AVE,NORWALK,06854,,ACRE.0004665,,CT state data
CT,SHANGRI-LA CT INC,SHANGRI-LA CT INC,53 INTERSTATE LN,WATERBURY,06705-2658,,ACRE.0003185,,CT state data
CT,SHANGRI-LA CT INC,SHANGRI-LA DISPENSARY,75 CONNECTICUT AVE,NORWALK,06850-3528,,ACRE.0011824,,CT state data
CT,HIGH PROFILE CANNABIS SHOP,SLAP ASH RETAIL II LLC,195 Albany Turnpike,Canton,06019,,ACRE.0002642,,CT state data
CT,THE LIV,CHILLAX LLC,2661 Berlin Turnpike,Newington,06111,,AMHF.0002942,,CT state data
CT,THE LIV,CHILLAX LLC,97 Providence Pike,Putnam,06260,,ACRE.0004289,,CT state data
CT,FINE FETTLE DISPENSARY,FFD CENTRAL LLC,1548 W MAIN ST,WILLIMANTIC,06226-1142,,AMHF.0008248,,CT state data
CT,ZEN LEAF MERIDEN,WILLOW BROOK WELLNESS LLC,55 Nott Highway,Ashford,06278,,AMHF.0008259,,CT state data
CT,ZEN LEAF MERIDEN,WILLOW BROOK WELLNESS LLC,98 ELM ST,ENFIELD,06082-3732,,AMHF.0008260,,CT state data
CT,ZEN LEAF MERIDEN,WILLOW BROOK WELLNESS LLC,1371 E MAIN ST,MERIDEN,06450-4869,,AMHF.0008254,,CT state data
CT,AFFINITY DISPENSARY,AFFINITY HEALTH & WELLNESS INC,1351 WHALLEY AVE,NEW HAVEN,06515-1149,,AMHF.0008252,,CT state data
CT,CURALEAF STAMFORD INC,CURALEAF STAMFORD INC,814 E MAIN ST,STAMFORD,06902-3832,,AMHF.0008256,,CT state data
CT,CURALEAF GROTON LLC,CURALEAF GROTON LLC,79 GOLD STAR HWY,GROTON,06340-3429,,AMHF.0008270,,CT state data
CT,TRULIEVE CANNABIS DISPENSARY,TRULIEVE BRISTOL INC,820 FARMINGTON AVE,BRISTOL,06010-3921,,AMHF.0008263,,CT state data
CT,BUDR CANNABIS,"CT BGP, LLC",887 NORWICH NEW LONDON TPKE,UNCASVILLE,06382-1917,,AMHF.0008251,,CT state data
CT,BUDR CANNABIS,"CT BGP, LLC",234 TALCOTTVILLE RD,VERNON ROCKVILLE,06066-4617,,AMHF.0008283,,CT state data
CT,BUDR CANNABIS,"CT BGP, LLC",105 MILL PLAIN RD,DANBURY,06811-5198,,AMHF.0008268,,CT state data
CT,RISE,"BLUEPOINT APOTHECARY, LLC",471 E MAIN ST,BRANFORD,06405-2961,,AMHF.0008250,,CT state data
CT,CURALEAF HARTFORD INC,CURALEAF HARTFORD INC,92 WESTON ST,HARTFORD,06120-1510,,AMHF.0008265,,CT state data
CT,Budr Holding 6 LLC,Budr Holding 6 LLC,7365 MAIN STREET,STRATFORD,06614,,AMHF.0008281,,CT state data
CT,SWEETSPOT DISPENSARY,STAMFORD DISPENSARY LLC,111 High Ridge Road,Stamford,06905,,AMHF.0008284,,CT state data
CT,Nautilus Botanicals EJV1 LLC,Nautilus Botanicals EJV1 LLC,63 Amity Rd,New Haven,06515,,AMHF.0008282,,CT state data
CT,HI PEOPLE CANNABIS MARKET,CONNECTIBUDS EJV 2 LLC,90 Pershing Drive,Derby,06418,,ACRE.0015686,,CT state data
CT,HI PEOPLE CANNABIS MARKET,CONNECTIBUDS EJV 1 LLC,306 Market Street,Hartford,06120,,ACRE.0015685,,CT state data
CT,AYR CANNABIS,"CONNECTICUT RETAIL SOLUTIONS II, LLC",185 Spencer Street,Manchester,06040,,AMHF.0008275,,CT state data
CT,"Hydra East, LLC","Hydra East, LLC",9 Hazard Ave,Enfield,06082,,ACRE.0014886,,CT state data
CT,VENU FLOWER COLLECTIVE,SFC CT LLC,895 Washington Street,Middletown,06457,,ACRE.0015659,,CT state data